season,player_id,player_name,team,roster_status,profile_url,source_note
2026,0000007576,楊笑虎,富邦悍將,自主培訓或尚未註冊（二軍）,https://cpbl.com.tw/team/person?acnt=0000007576,CPBL 官方球員點將錄
2026,0000004628,歐書誠,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000004628,CPBL 官方球員點將錄
2026,0000005479,江國豪,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000005479,CPBL 官方球員點將錄
2026,0000007594,江庭毅,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007594,CPBL 官方球員點將錄
2026,0000006806,池恩齊,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000006806,CPBL 官方球員點將錄
2026,0000000368,游霆崴,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000000368,CPBL 官方球員點將錄
2026,0000006863,潘奕誠,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000006863,CPBL 官方球員點將錄
2026,0000006810,潘瑋祥,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000006810,CPBL 官方球員點將錄
2026,0000007568,王偉軒,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007568,CPBL 官方球員點將錄
2026,0000003211,王勝偉,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000003211,CPBL 官方球員點將錄
2026,0000007595,王君佑,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007595,CPBL 官方球員點將錄
2026,0000007089,王念好,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007089,CPBL 官方球員點將錄
2026,0000002305,王正棠,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000002305,CPBL 官方球員點將錄
2026,0000002347,王浩原,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000002347,CPBL 官方球員點將錄
2026,0000006736,王苡丞,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000006736,CPBL 官方球員點將錄
2026,0000007804,瑪帝斯,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007804,CPBL 官方球員點將錄
2026,0000000362,申皓瑋,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000000362,CPBL 官方球員點將錄
2026,0000007298,盧柏華,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007298,CPBL 官方球員點將錄
2026,0000007593,石梓霖,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007593,CPBL 官方球員點將錄
2026,0000005336,童堉誠,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000005336,CPBL 官方球員點將錄
2026,0000001404,羅華韋,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000001404,CPBL 官方球員點將錄
2026,0000002352,范國宸,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000002352,CPBL 官方球員點將錄
2026,0000004632,范柏絜,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000004632,CPBL 官方球員點將錄
2026,0000006229,葉子霆,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000006229,CPBL 官方球員點將錄
2026,0000006737,董子恩,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000006737,CPBL 官方球員點將錄
2026,0000006861,蔡佳諺,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000006861,CPBL 官方球員點將錄
2026,0000007578,蔡袁華辰,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007578,CPBL 官方球員點將錄
2026,0000004622,蕭憶銘,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000004622,CPBL 官方球員點將錄
2026,0000005284,藍愷青,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000005284,CPBL 官方球員點將錄
2026,0000006909,豊暐,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000006909,CPBL 官方球員點將錄
2026,0000003292,賴鴻誠,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000003292,CPBL 官方球員點將錄
2026,0000005496,辛元旭,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000005496,CPBL 官方球員點將錄
2026,0000006864,郭泰呈,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000006864,CPBL 官方球員點將錄
2026,0000007043,鄭昭誠,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007043,CPBL 官方球員點將錄
2026,0000007228,鈴木駿輔,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007228,CPBL 官方球員點將錄
2026,0000007783,阿部雄大,富邦悍將,註銷註冊（二軍）,https://cpbl.com.tw/team/person?acnt=0000007783,CPBL 官方球員點將錄
2026,0000000363,陳仕朋,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000000363,CPBL 官方球員點將錄
2026,0000007299,陳品宏,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007299,CPBL 官方球員點將錄
2026,0000007094,陳愷佑,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007094,CPBL 官方球員點將錄
2026,0000005310,陳真,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000005310,CPBL 官方球員點將錄
2026,0000007041,陳聖文,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007041,CPBL 官方球員點將錄
2026,0000007295,陳鐿中,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007295,CPBL 官方球員點將錄
2026,0000006220,馬鋼,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000006220,CPBL 官方球員點將錄
2026,0000001118,高國麟,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000001118,CPBL 官方球員點將錄
2026,0000007596,高慶麟,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007596,CPBL 官方球員點將錄
2026,0000007091,高捷,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007091,CPBL 官方球員點將錄
2026,0000006749,魔力藍,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000006749,CPBL 官方球員點將錄
2026,0000006871,黃保羅,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000006871,CPBL 官方球員點將錄
2026,0000006233,黃兆維,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000006233,CPBL 官方球員點將錄
2026,0000006865,黃子宸,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000006865,CPBL 官方球員點將錄
2026,0000007802,黃宇昇,富邦悍將,自主培訓或尚未註冊（二軍）,https://cpbl.com.tw/team/person?acnt=0000007802,CPBL 官方球員點將錄
2026,0000007296,黃英奇,富邦悍將,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007296,CPBL 官方球員點將錄
2026,0000007267,黃騰威,富邦悍將,現役,https://cpbl.com.tw/team/person?acnt=0000007267,CPBL 官方球員點將錄
2026,0000002858,京山將彌,樂天桃猿,自主培訓或尚未註冊（二軍）,https://cpbl.com.tw/team/person?acnt=0000002858,CPBL 官方球員點將錄
2026,0000007288,何品室融,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007288,CPBL 官方球員點將錄
