snapshot_id,captured_at,season,player_id,player_name,team,player_type,role_or_position,pa,ab,hits,home_runs,walks,strikeouts,batting_average,obp,slg,ops,iso,bb_rate,k_rate,hr_rate,bb_k_ratio,contact_score,power_score,discipline_score,hitter_value_score,innings_pitched,earned_runs,hits_allowed,home_runs_allowed,era,whip,k_bb_ratio,hr_allowed_rate,run_prevention_score,strikeout_score,command_score,pitcher_value_score,player_value_score
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000005552,呂偉晟,味全龍,投手,投手,,,,,10,6,,,,,,0.1587,0.0952,,,,,,,12.0,3.0,13.0,0.0,2.25,1.92,0.6,0.0,85.8,19.0,37.2,54.5,54.5
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007779,蔣銲,味全龍,投手,投手,,,,,34,104,,,,,,0.0848,0.2594,,,,,,,101.333,16.0,60.0,3.0,1.42,0.93,3.06,0.0075,92.5,51.9,57.3,71.8,71.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006555,梅賽鍶,味全龍,投手,投手,,,,,17,60,,,,,,0.0437,0.1542,,,,,,,98.667,21.0,89.0,4.0,1.92,1.07,3.53,0.0103,90.7,30.8,63.9,67.7,67.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006215,趙璟榮,味全龍,投手,投手,,,,,10,8,,,,,,0.1538,0.1231,,,,,,,15.0,6.0,14.0,0.0,3.6,1.6,0.8,0.0,84.7,24.6,38.8,55.9,55.9
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006739,李東洺,富邦悍將,投手,投手,,,,,33,46,,,,,,0.0882,0.123,,,,,,,88.667,26.0,75.0,7.0,2.64,1.22,1.39,0.0187,88.5,24.6,48.4,60.5,60.5
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007228,鈴木駿輔,富邦悍將,投手,投手,,,,,22,86,,,,,,0.0568,0.2222,,,,,,,95.333,23.0,84.0,4.0,2.17,1.11,3.91,0.0103,90.0,44.4,64.5,71.0,71.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000005731,布雷克,統一7-ELEVEn獅,投手,投手,,,,,11,63,,,,,,0.0263,0.1507,,,,,,,107.667,23.0,99.0,5.0,1.92,1.02,5.73,0.012,91.0,30.1,77.0,71.6,71.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000005315,高偉強,統一7-ELEVEn獅,投手,投手,,,,,13,9,,,,,,0.1688,0.1169,,,,,,,16.667,10.0,15.0,1.0,5.4,1.68,0.69,0.013,80.6,23.4,36.7,53.1,53.1
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007074,曾家輝,樂天桃猿,投手,投手,,,,,24,62,,,,,,0.0694,0.1792,,,,,,,83.667,27.0,70.0,4.0,2.9,1.12,2.58,0.0116,88.5,35.8,56.4,65.7,65.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007790,魔爾曼,樂天桃猿,投手,投手,,,,,26,71,,,,,,0.0708,0.1935,,,,,,,86.667,26.0,80.0,2.0,2.7,1.22,2.73,0.0054,88.4,38.7,57.0,66.6,66.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007276,伍立辰,中信兄弟,投手,投手,,,,,17,25,,,,,,0.0881,0.1295,,,,,,,43.333,27.0,45.0,5.0,5.61,1.43,1.47,0.0259,81.4,25.9,48.8,57.7,57.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000001524,劉昱言,富邦悍將,投手,投手,,,,,4,4,,,,,,0.0909,0.0909,,,,,,,10.333,5.0,11.0,1.0,4.35,1.45,1.0,0.0227,83.9,18.2,46.1,56.1,56.1
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000002679,江承諺,台鋼雄鷹,投手,投手,,,,,21,38,,,,,,0.0588,0.1064,,,,,,,85.0,27.0,84.0,5.0,2.86,1.24,1.81,0.014,88.0,21.3,53.5,61.0,61.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000000762,伍鐸,味全龍,投手,投手,,,,,17,30,,,,,,0.0503,0.0888,,,,,,,80.667,36.0,85.0,5.0,4.02,1.26,1.76,0.0148,85.5,17.8,54.1,59.2,59.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000002345,鄭浩均,中信兄弟,投手,投手,,,,,31,59,,,,,,0.0966,0.1838,,,,,,,72.333,54.0,75.0,10.0,6.72,1.47,1.9,0.0312,79.0,36.8,50.2,59.8,59.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007593,石梓霖,富邦悍將,投手,投手,,,,,5,5,,,,,,0.0769,0.0769,,,,,,,15.333,9.0,16.0,0.0,5.28,1.37,1.0,0.0,82.4,15.4,47.5,55.2,55.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007073,賴胤豪,樂天桃猿,投手,投手,,,,,4,8,,,,,,0.0645,0.129,,,,,,,13.0,9.0,18.0,1.0,6.23,1.69,2.0,0.0161,78.9,25.8,53.9,58.1,58.1
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006295,銳力獅,統一7-ELEVEn獅,投手,投手,,,,,14,62,,,,,,0.0414,0.1834,,,,,,,84.667,25.0,76.0,4.0,2.66,1.06,4.43,0.0118,89.3,36.7,68.8,70.0,70.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006850,鄭副豪,統一7-ELEVEn獅,投手,投手,,,,,11,5,,,,,,0.2,0.0909,,,,,,,11.333,8.0,9.0,0.0,6.35,1.76,0.45,0.0,78.3,18.2,32.3,49.5,49.5
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007778,喬登,統一7-ELEVEn獅,投手,投手,,,,,31,84,,,,,,0.1047,0.2838,,,,,,,76.667,12.0,41.0,1.0,1.41,0.94,2.71,0.0034,92.4,56.8,53.5,71.8,71.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000005572,魏碩成,中信兄弟,投手,投手,,,,,14,6,,,,,,0.1505,0.0645,,,,,,,18.0,13.0,19.0,0.0,6.5,1.83,0.43,0.0,77.6,12.9,37.2,49.3,49.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007062,威能帝,樂天桃猿,投手,投手,,,,,11,78,,,,,,0.0361,0.2557,,,,,,,76.333,17.0,65.0,3.0,2.0,1.0,7.09,0.0098,90.9,51.1,83.0,78.6,78.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007622,錢可倫,中信兄弟,投手,投手,,,,,4,7,,,,,,0.08,0.14,,,,,,,10.0,9.0,14.0,0.0,8.1,1.8,1.75,0.0,74.5,28.0,51.0,55.8,55.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006006,德保拉,中信兄弟,投手,投手,,,,,9,45,,,,,,0.028,0.1402,,,,,,,80.667,28.0,75.0,3.0,3.12,1.04,5.0,0.0093,88.4,28.0,73.1,68.7,68.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006176,余謙,中信兄弟,投手,投手,,,,,5,7,,,,,,0.0658,0.0921,,,,,,,17.333,13.0,24.0,0.0,6.75,1.67,1.4,0.0,77.9,18.4,50.7,54.9,54.9
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007264,魔神龍,味全龍,投手,投手,,,,,17,49,,,,,,0.054,0.1556,,,,,,,77.333,15.0,72.0,1.0,1.75,1.15,2.88,0.0032,90.7,31.1,59.5,66.4,66.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006767,許育銘,台鋼雄鷹,投手,投手,,,,,8,8,,,,,,0.1509,0.1509,,,,,,,11.667,4.0,10.0,1.0,3.09,1.54,1.0,0.0189,86.0,30.2,40.1,58.3,58.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007570,坎南,台鋼雄鷹,投手,投手,,,,,13,63,,,,,,0.038,0.1842,,,,,,,83.333,23.0,83.0,1.0,2.48,1.15,4.85,0.0029,89.2,36.8,71.3,70.7,70.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007299,陳品宏,富邦悍將,投手,投手,,,,,19,27,,,,,,0.1005,0.1429,,,,,,,41.0,22.0,44.0,3.0,4.83,1.54,1.42,0.0159,82.5,28.6,47.3,58.5,58.5
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006923,曾品洋,中信兄弟,投手,投手,,,,,11,7,,,,,,0.1964,0.125,,,,,,,11.667,3.0,15.0,1.0,2.31,2.23,0.64,0.0179,84.1,25.0,33.7,54.2,54.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000000776,王凱程,中信兄弟,投手,投手,,,,,1,4,,,,,,0.0179,0.0714,,,,,,,12.0,7.0,19.0,4.0,5.25,1.67,4.0,0.0714,81.0,14.3,68.9,60.7,60.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000004637,劉軒荅,統一7-ELEVEn獅,投手,投手,,,,,3,3,,,,,,0.0732,0.0732,,,,,,,9.0,2.0,9.0,0.0,2.0,1.33,1.0,0.0,89.3,14.6,47.9,58.2,58.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000004624,陳克羿,樂天桃猿,投手,投手,,,,,18,53,,,,,,0.0732,0.2154,,,,,,,59.333,22.0,54.0,1.0,3.34,1.21,2.94,0.0041,87.1,43.1,57.9,67.3,67.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000004625,吳俊偉,中信兄弟,投手,投手,,,,,3,6,,,,,,0.0667,0.1333,,,,,,,9.0,7.0,15.0,0.0,7.0,2.0,2.0,0.0,75.7,26.7,53.7,56.8,56.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000003506,謝榮豪,中信兄弟,投手,投手,,,,,7,3,,,,,,0.1489,0.0638,,,,,,,9.667,8.0,10.0,3.0,7.45,1.76,0.43,0.0638,76.0,12.8,37.3,48.6,48.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006848,林詔恩,統一7-ELEVEn獅,投手,投手,,,,,20,40,,,,,,0.1058,0.2116,,,,,,,46.333,17.0,34.0,0.0,3.3,1.17,2.0,0.0,87.4,42.3,49.8,64.8,64.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007783,阿部雄大,富邦悍將,投手,投手,,,,,20,41,,,,,,0.0935,0.1916,,,,,,,50.667,25.0,47.0,3.0,4.44,1.32,2.05,0.014,84.4,38.3,51.2,62.9,62.9
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007283,陳冠穎,中信兄弟,投手,投手,,,,,4,7,,,,,,0.1176,0.2059,,,,,,,8.667,1.0,5.0,0.0,1.04,1.04,1.75,0.0,92.7,41.2,47.3,66.2,66.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006921,伍祐城,台鋼雄鷹,投手,投手,,,,,6,5,,,,,,0.1333,0.1111,,,,,,,10.667,3.0,9.0,3.0,2.53,1.41,0.83,0.0667,87.8,22.2,41.0,57.4,57.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007281,游竣宥,中信兄弟,投手,投手,,,,,10,10,,,,,,0.1124,0.1124,,,,,,,19.667,8.0,23.0,1.0,3.66,1.68,1.0,0.0112,84.1,22.5,43.9,56.6,56.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000005479,江國豪,富邦悍將,投手,投手,,,,,18,16,,,,,,0.1208,0.1074,,,,,,,32.0,14.0,34.0,1.0,3.94,1.63,0.89,0.0067,83.8,21.5,42.5,55.8,55.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006723,張鈞守,味全龍,投手,投手,,,,,7,7,,,,,,0.2121,0.2121,,,,,,,8.667,0.0,3.0,0.0,0.0,1.15,1.0,0.0,94.3,42.4,34.0,63.2,63.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000001719,胡智爲,統一7-ELEVEn獅,投手,投手,,,,,12,19,,,,,,0.0694,0.1098,,,,,,,38.0,28.0,52.0,5.0,6.63,1.68,1.58,0.0289,78.1,22.0,51.2,56.0,56.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000005372,呂詠臻,樂天桃猿,投手,投手,,,,,7,3,,,,,,0.2,0.0857,,,,,,,8.667,2.0,4.0,0.0,2.08,1.27,0.43,0.0,89.4,17.1,32.2,54.2,54.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007789,麥斯威尼,樂天桃猿,投手,投手,,,,,24,21,,,,,,0.1132,0.0991,,,,,,,44.333,25.0,53.0,4.0,5.08,1.74,0.88,0.0189,81.0,19.8,43.2,54.4,54.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000002272,賴智垣,台鋼雄鷹,投手,投手,,,,,10,5,,,,,,0.2564,0.1282,,,,,,,7.333,3.0,6.0,0.0,3.68,2.18,0.5,0.0,81.6,25.6,26.9,51.2,51.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000000779,陳柏豪,樂天桃猿,投手,投手,,,,,3,6,,,,,,0.0882,0.1765,,,,,,,6.667,6.0,13.0,1.0,8.1,2.4,2.0,0.0294,71.5,35.3,51.5,56.4,56.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000003393,王鏡銘,統一7-ELEVEn獅,投手,投手,,,,,1,2,,,,,,0.0455,0.0909,,,,,,,6.0,1.0,3.0,1.0,1.5,0.67,2.0,0.0455,93.6,18.2,55.8,63.4,63.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007581,黃暐傑,味全龍,投手,投手,,,,,4,3,,,,,,0.0976,0.0732,,,,,,,8.333,3.0,11.0,0.0,3.24,1.8,0.75,0.0,84.4,14.6,44.1,54.9,54.9
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000000938,張瑞麟,富邦悍將,投手,投手,,,,,3,6,,,,,,0.1034,0.2069,,,,,,,6.0,4.0,7.0,0.0,6.0,1.67,2.0,0.0,79.4,41.4,50.0,61.1,61.1
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007782,威戈神,富邦悍將,投手,投手,,,,,9,24,,,,,,0.0612,0.1633,,,,,,,34.0,16.0,39.0,1.0,4.24,1.41,2.67,0.0068,84.3,32.7,57.7,63.4,63.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007787,黎克,中信兄弟,投手,投手,,,,,15,20,,,,,,0.1103,0.1471,,,,,,,29.333,16.0,35.0,4.0,4.91,1.7,1.33,0.0294,81.5,29.4,45.8,57.8,57.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007560,菲力士,中信兄弟,投手,投手,,,,,24,28,,,,,,0.1655,0.1931,,,,,,,30.0,20.0,34.0,2.0,6.0,1.93,1.17,0.0138,78.1,38.6,39.5,56.6,56.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000000135,陳禹勳,味全龍,投手,投手,,,,,1,3,,,,,,0.0455,0.1364,,,,,,,4.667,3.0,6.0,0.0,5.79,1.5,3.0,0.0,80.7,27.3,61.0,61.4,61.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000003608,曾仁和,味全龍,投手,投手,,,,,9,21,,,,,,0.0726,0.1694,,,,,,,28.667,8.0,31.0,1.0,2.51,1.4,2.33,0.0081,87.9,33.9,54.8,64.5,64.5
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007081,黃侰程,味全龍,投手,投手,,,,,4,5,,,,,,0.1481,0.1852,,,,,,,6.0,2.0,6.0,0.0,3.0,1.67,1.25,0.0,85.5,37.0,41.7,60.2,60.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000002695,林子崴,統一7-ELEVEn獅,投手,投手,,,,,0,4,,,,,,0.0,0.1667,,,,,,,6.333,0.0,7.0,0.0,0.0,1.11,0.0,0.0,94.4,33.3,50.0,65.8,65.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000001260,郭俊麟,統一7-ELEVEn獅,投手,投手,,,,,17,18,,,,,,0.1197,0.1268,,,,,,,32.667,18.0,30.0,2.0,4.96,1.44,1.06,0.0141,82.7,25.4,43.5,56.6,56.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007047,盧冠宇,樂天桃猿,投手,投手,,,,,3,1,,,,,,0.12,0.04,,,,,,,5.333,3.0,7.0,0.0,5.06,1.88,0.33,0.0,80.3,8.0,39.7,50.0,50.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007615,李柏毓,樂天桃猿,投手,投手,,,,,3,2,,,,,,0.1429,0.0952,,,,,,,4.667,1.0,5.0,0.0,1.93,1.71,0.67,0.0,87.5,19.0,39.2,55.9,55.9
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000002276,鄭鈞仁,統一7-ELEVEn獅,投手,投手,,,,,2,4,,,,,,0.1,0.2,,,,,,,5.0,1.0,2.0,0.0,1.8,0.8,2.0,0.0,92.3,40.0,50.3,66.6,66.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000005541,郭郁政,味全龍,投手,投手,,,,,0,7,,,,,,0.0,0.0667,,,,,,,25.667,12.0,30.0,4.0,4.21,1.17,0.0,0.0381,85.6,13.3,50.0,56.8,56.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007305,李致霖,味全龍,投手,投手,,,,,11,5,,,,,,0.2558,0.1163,,,,,,,9.333,5.0,6.0,0.0,4.82,1.82,0.45,0.0,81.1,23.3,26.7,50.3,50.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006878,吳君奕,味全龍,投手,投手,,,,,4,3,,,,,,0.2,0.15,,,,,,,4.667,0.0,4.0,0.0,0.0,1.71,0.75,0.0,91.5,30.0,33.9,58.8,58.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007568,王偉軒,富邦悍將,投手,投手,,,,,4,5,,,,,,0.1538,0.1923,,,,,,,5.667,2.0,5.0,1.0,3.18,1.59,1.25,0.0385,85.6,38.5,41.1,60.5,60.5
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006874,盧孟揚,中信兄弟,投手,投手,,,,,5,3,,,,,,0.1923,0.1154,,,,,,,5.333,5.0,5.0,0.0,8.44,1.88,0.6,0.0,73.4,23.1,33.9,49.0,49.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006771,陳正毅,台鋼雄鷹,投手,投手,,,,,11,9,,,,,,0.1507,0.1233,,,,,,,13.667,6.0,19.0,0.0,3.95,2.2,0.82,0.0,81.0,24.7,39.2,54.4,54.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000000363,陳仕朋,富邦悍將,投手,投手,,,,,7,10,,,,,,0.0795,0.1136,,,,,,,19.667,16.0,24.0,3.0,7.32,1.58,1.43,0.0341,77.2,22.7,49.4,55.2,55.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007290,張宥謙,統一7-ELEVEn獅,投手,投手,,,,,10,6,,,,,,0.1316,0.0789,,,,,,,16.667,11.0,18.0,1.0,5.94,1.68,0.6,0.0132,79.5,15.8,39.9,51.7,51.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000003620,江承峰,統一7-ELEVEn獅,投手,投手,,,,,1,1,,,,,,0.0588,0.0588,,,,,,,3.667,0.0,4.0,0.0,0.0,1.36,1.0,0.0,93.2,11.8,49.3,59.7,59.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006222,劉予承,統一7-ELEVEn獅,投手,投手,,,,,0,2,,,,,,0.0,0.1429,,,,,,,2.333,1.0,6.0,0.0,3.86,2.57,0.0,0.0,79.3,28.6,50.0,57.8,57.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007061,辛俊昇,統一7-ELEVEn獅,投手,投手,,,,,6,3,,,,,,0.2727,0.1364,,,,,,,3.0,6.0,7.0,0.0,18.0,4.33,0.5,0.0,41.7,27.3,25.3,33.2,33.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006860,劉家翔,樂天桃猿,投手,投手,,,,,6,9,,,,,,0.0779,0.1169,,,,,,,19.333,6.0,17.0,3.0,2.79,1.19,1.5,0.039,88.4,23.4,50.0,60.6,60.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000001603,王維中,台鋼雄鷹,投手,投手,,,,,6,12,,,,,,0.075,0.15,,,,,,,18.667,12.0,18.0,1.0,5.79,1.29,2.0,0.0125,81.8,30.0,52.8,60.2,60.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000000368,游霆崴,富邦悍將,投手,投手,,,,,3,7,,,,,,0.0441,0.1029,,,,,,,16.0,6.0,17.0,0.0,3.38,1.25,2.33,0.0,86.9,20.6,57.6,61.5,61.5
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006750,陳暐皓,味全龍,投手,投手,,,,,1,2,,,,,,0.1,0.2,,,,,,,2.667,1.0,1.0,0.0,3.38,0.75,2.0,0.0,89.4,40.0,50.3,65.3,65.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007279,鄧朝駿,中信兄弟,投手,投手,,,,,1,1,,,,,,0.0909,0.0909,,,,,,,2.0,3.0,4.0,0.0,13.5,2.5,1.0,0.0,60.0,18.2,46.1,45.4,45.4
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007090,林家勝,富邦悍將,投手,投手,,,,,3,3,,,,,,0.375,0.375,,,,,,,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,90.0,75.0,17.7,64.6,64.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000002281,廖乙忠,台鋼雄鷹,投手,投手,,,,,0,2,,,,,,0.0,0.25,,,,,,,2.333,1.0,1.0,1.0,3.86,0.43,0.0,0.125,90.0,50.0,50.0,68.0,68.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007316,賴威誠,樂天桃猿,投手,投手,,,,,1,1,,,,,,0.1,0.1,,,,,,,2.0,1.0,3.0,0.0,4.5,2.0,1.0,0.0,80.8,20.0,45.2,54.9,54.9
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000005282,姚杰宏,統一7-ELEVEn獅,投手,投手,,,,,0,0,,,,,,0.0,0.0,,,,,,,1.667,1.0,3.0,1.0,5.4,1.8,0.0,0.1429,80.0,0.0,50.0,51.0,51.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000002688,陳韻文,統一7-ELEVEn獅,投手,投手,,,,,0,3,,,,,,0.0,0.4286,,,,,,,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,97.5,85.7,50.0,80.3,80.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006922,黃紹睿,台鋼雄鷹,投手,投手,,,,,1,1,,,,,,0.1667,0.1667,,,,,,,1.0,3.0,1.0,0.0,27.0,2.0,1.0,0.0,35.0,33.3,38.5,35.6,35.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007303,黃子豪,台鋼雄鷹,投手,投手,,,,,3,8,,,,,,0.075,0.2,,,,,,,8.333,6.0,11.0,1.0,6.48,1.68,2.67,0.025,78.4,40.0,56.3,62.2,62.2
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006917,謝葆錡,台鋼雄鷹,投手,投手,,,,,0,1,,,,,,0.0,0.125,,,,,,,2.0,1.0,3.0,0.0,4.5,1.5,0.0,0.0,83.3,25.0,50.0,58.7,58.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006920,陳冠豪,台鋼雄鷹,投手,投手,,,,,2,0,,,,,,0.5,0.0,,,,,,,0.333,0.0,1.0,0.0,0.0,9.0,0.0,0.0,55.0,0.0,0.0,24.8,24.8
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007301,曾昱磬,台鋼雄鷹,投手,投手,,,,,0,0,,,,,,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,60.0,60.0
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007063,周彥農,統一7-ELEVEn獅,投手,投手,,,,,1,4,,,,,,0.0556,0.2222,,,,,,,4.0,2.0,6.0,0.0,4.5,1.75,4.0,0.0,82.1,44.4,65.1,67.6,67.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007294,林易霆,統一7-ELEVEn獅,投手,投手,,,,,2,1,,,,,,0.4,0.2,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,90.0,40.0,12.6,54.3,54.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000001412,江少慶,統一7-ELEVEn獅,投手,投手,,,,,2,4,,,,,,0.1818,0.3636,,,,,,,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,95.0,72.7,42.2,73.6,73.6
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007793,榊原元稀,樂天桃猿,投手,投手,,,,,0,3,,,,,,0.0,0.1429,,,,,,,6.0,1.0,4.0,0.0,1.5,0.67,0.0,0.0,93.6,28.6,50.0,64.3,64.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000003563,余德龍,樂天桃猿,投手,投手,,,,,0,2,,,,,,0.0,0.3333,,,,,,,1.0,1.0,3.0,1.0,9.0,3.0,0.0,0.1667,66.7,66.7,50.0,61.7,61.7
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000007619,王奕翔,樂天桃猿,投手,投手,,,,,1,1,,,,,,0.25,0.25,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,50.0,30.2,64.3,64.3
20260819T084104Z-e3f9f1e437fa,2026-08-19T08:41:04+00:00,2026,0000006855,邱緯綸,樂天桃猿,投手,投手,,,,,1,2,,,,,,0.1667,0.3333,,,,,,,1.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,85.0,66.7,43.7,68.0,68.0
