season,player_name,team,role,innings_pitched,earned_runs,hits_allowed,walks,strikeouts,home_runs_allowed,era,whip,k_bb_ratio,k_rate,bb_rate,hr_allowed_rate,source_note,player_id,run_prevention_score,strikeout_score,command_score,pitcher_value_score,player_value_score,player_type
2026,蔡齊哲,中信兄弟,投手,34.0,11,27,16,16,3,2.91,1.26,1.0,0.1119,0.1119,0.021,CPBL 官方全記錄查詢,0000000778,92.2,22.4,44.4,60.4,60.4,投手
2026,江忠城,中信兄弟,投手,39.333,10,30,18,24,1,2.29,1.22,1.33,0.1446,0.1084,0.006,CPBL 官方全記錄查詢,0000001232,92.7,28.9,46.5,62.9,62.9,投手
2026,林栚呈,富邦悍將,投手,42.0,16,39,19,18,4,3.43,1.38,0.95,0.0984,0.1038,0.0219,CPBL 官方全記錄查詢,0000006870,91.4,19.7,44.9,59.5,59.5,投手
2026,莊昕諺,樂天桃猿,投手,44.0,10,36,18,25,2,2.05,1.23,1.39,0.1359,0.0978,0.0109,CPBL 官方全記錄查詢,0000005509,92.8,27.2,47.9,62.9,62.9,投手
2026,邱浩鈞,統一7-ELEVEn獅,投手,36.0,11,31,23,24,1,2.75,1.5,1.04,0.1491,0.1429,0.0062,CPBL 官方全記錄查詢,0000000998,91.1,29.8,41.5,60.9,60.9,投手
2026,王志煊,樂天桃猿,投手,22.667,7,20,13,17,0,2.78,1.46,1.31,0.1735,0.1327,0.0,CPBL 官方全記錄查詢,0000006228,91.3,34.7,44.0,63.0,63.0,投手
2026,許峻暘,台鋼雄鷹,投手,33.667,8,25,12,31,1,2.14,1.1,2.58,0.2246,0.087,0.0072,CPBL 官方全記錄查詢,0000005285,93.4,44.9,55.6,69.9,69.9,投手
2026,賴鴻誠,富邦悍將,投手,32.667,20,36,14,14,3,5.51,1.53,1.0,0.0966,0.0966,0.0207,CPBL 官方全記錄查詢,0000003292,89.5,19.3,45.9,58.9,58.9,投手
2026,李吳永勤,富邦悍將,投手,28.667,17,32,17,17,0,5.34,1.71,1.0,0.1232,0.1232,0.0,CPBL 官方全記錄查詢,0000000773,88.7,24.6,43.2,59.0,59.0,投手
2026,黃群,台鋼雄鷹,投手,36.667,13,27,20,34,0,3.19,1.28,1.7,0.2152,0.1266,0.0,CPBL 官方全記錄查詢,0000006982,92.0,43.0,46.8,66.2,66.2,投手
2026,李超,味全龍,投手,34.333,6,25,12,24,1,1.57,1.08,2.0,0.1752,0.0876,0.0073,CPBL 官方全記錄查詢,0000006160,93.8,35.0,52.4,66.7,66.7,投手
2026,李建勳,富邦悍將,投手,32.667,18,36,15,29,2,4.96,1.56,1.93,0.1933,0.1,0.0133,CPBL 官方全記錄查詢,0000005561,89.7,38.7,50.7,65.2,65.2,投手
2026,吳承諭,統一7-ELEVEn獅,投手,37.333,9,35,9,14,2,2.17,1.18,1.56,0.0897,0.0577,0.0128,CPBL 官方全記錄查詢,0000005482,93.0,17.9,52.9,62.2,62.2,投手
2026,李振昌,中信兄弟,投手,32.0,15,30,10,22,3,4.22,1.25,2.2,0.163,0.0741,0.0222,CPBL 官方全記錄查詢,0000003331,91.6,32.6,54.8,65.8,65.8,投手
2026,陳宇宏,台鋼雄鷹,投手,48.333,25,61,16,25,2,4.66,1.59,1.56,0.1136,0.0727,0.0091,CPBL 官方全記錄查詢,0000006833,89.7,22.7,51.4,61.5,61.5,投手
2026,林鋅杰,味全龍,投手,29.667,13,27,21,14,2,3.94,1.62,0.67,0.1069,0.1603,0.0153,CPBL 官方全記錄查詢,0000005789,89.9,21.4,37.7,57.1,57.1,投手
2026,李軍,統一7-ELEVEn獅,投手,26.333,10,23,11,24,0,3.42,1.29,2.18,0.2087,0.0957,0.0,CPBL 官方全記錄查詢,0000007292,91.8,41.7,52.5,67.5,67.5,投手
2026,李其峰,統一7-ELEVEn獅,投手,30.333,9,35,14,22,2,2.67,1.62,1.57,0.156,0.0993,0.0142,CPBL 官方全記錄查詢,0000006127,90.5,31.2,48.8,63.2,63.2,投手
2026,舒治浩,樂天桃猿,投手,30.667,11,22,13,14,0,3.23,1.14,1.08,0.1129,0.1048,0.0,CPBL 官方全記錄查詢,0000006857,92.7,22.6,45.5,61.0,61.0,投手
2026,施子謙,台鋼雄鷹,投手,25.0,9,24,8,12,3,3.24,1.28,1.5,0.1121,0.0748,0.028,CPBL 官方全記錄查詢,0000002348,92.0,22.4,50.9,62.3,62.3,投手
2026,韋宏亮,台鋼雄鷹,投手,28.333,13,29,10,17,1,4.13,1.38,1.7,0.1382,0.0813,0.0081,CPBL 官方全記錄查詢,0000007580,91.0,27.6,51.3,63.2,63.2,投手
2026,李欣穎,台鋼雄鷹,投手,28.0,9,28,10,38,2,2.89,1.36,3.8,0.2992,0.0787,0.0157,CPBL 官方全記錄查詢,0000006918,91.7,59.8,63.2,75.2,75.2,投手
2026,林子崴,樂天桃猿,投手,74.333,14,68,18,36,1,1.7,1.16,2.0,0.1196,0.0598,0.0033,CPBL 官方全記錄查詢,0000006237,93.3,23.9,55.1,64.5,64.5,投手
2026,王躍霖,台鋼雄鷹,投手,20.333,10,25,9,14,1,4.43,1.67,1.56,0.1474,0.0947,0.0105,CPBL 官方全記錄查詢,0000001390,89.4,29.5,49.2,62.4,62.4,投手
2026,鄭澔,統一7-ELEVEn獅,投手,23.333,14,21,12,24,0,5.4,1.41,2.0,0.2376,0.1188,0.0,CPBL 官方全記錄查詢,0000007044,90.2,47.5,49.2,67.2,67.2,投手
2026,朱承洋,樂天桃猿,投手,25.667,8,23,6,21,1,2.81,1.13,3.5,0.2039,0.0583,0.0097,CPBL 官方全記錄查詢,0000000128,92.9,40.8,63.6,71.1,71.1,投手
2026,呂偉晟,味全龍,投手,22.333,7,24,14,11,0,2.82,1.7,0.79,0.1019,0.1296,0.0,CPBL 官方全記錄查詢,0000005552,90.1,20.4,41.4,58.1,58.1,投手
2026,林詩翔,台鋼雄鷹,投手,24.667,8,23,12,17,1,2.92,1.42,1.42,0.1532,0.1081,0.009,CPBL 官方全記錄查詢,0000006949,91.4,30.6,47.1,62.9,62.9,投手
2026,艾速特,台鋼雄鷹,投手,136.667,40,111,42,115,4,2.63,1.12,2.74,0.2035,0.0743,0.0071,CPBL 官方全記錄查詢,0000007053,93.1,40.7,57.8,69.4,69.4,投手
2026,魔力藍,富邦悍將,投手,135.333,45,135,33,90,3,2.99,1.24,2.73,0.1593,0.0584,0.0053,CPBL 官方全記錄查詢,0000006749,92.3,31.9,59.3,67.3,67.3,投手
2026,羅戈,中信兄弟,投手,142.0,52,131,36,96,6,3.3,1.18,2.67,0.1647,0.0617,0.0103,CPBL 官方全記錄查詢,0000005151,92.4,32.9,58.7,67.4,67.4,投手
2026,勝騎士,中信兄弟,投手,146.667,53,142,17,119,13,3.25,1.08,7.0,0.201,0.0287,0.022,CPBL 官方全記錄查詢,0000005604,92.9,40.2,86.0,77.7,77.7,投手
2026,余謙,中信兄弟,投手,26.667,15,34,6,8,0,5.06,1.5,1.33,0.0702,0.0526,0.0,CPBL 官方全記錄查詢,0000006176,89.9,14.0,52.1,59.6,59.6,投手
2026,布雷克,統一7-ELEVEn獅,投手,147.667,26,124,16,90,5,1.58,0.95,5.62,0.1599,0.0284,0.0089,CPBL 官方全記錄查詢,0000005731,94.4,32.0,78.4,74.0,74.0,投手
2026,艾菩樂,樂天桃猿,投手,143.667,46,137,26,102,11,2.88,1.13,3.92,0.172,0.0438,0.0185,CPBL 官方全記錄查詢,0000006906,92.9,34.4,67.4,70.6,70.6,投手
2026,邱駿威,樂天桃猿,投手,37.333,13,37,11,21,2,3.13,1.29,1.91,0.1313,0.0688,0.0125,CPBL 官方全記錄查詢,0000006720,92.0,26.3,53.7,64.1,64.1,投手
2026,鋼龍,味全龍,投手,136.0,34,123,35,110,6,2.25,1.16,3.14,0.1989,0.0633,0.0108,CPBL 官方全記錄查詢,0000006497,93.1,39.8,61.1,70.2,70.2,投手
2026,曾家輝,樂天桃猿,投手,113.667,32,94,32,78,4,2.53,1.11,2.44,0.1667,0.0684,0.0085,CPBL 官方全記錄查詢,0000007074,93.2,33.3,56.7,67.3,67.3,投手
2026,獅帝芬,統一7-ELEVEn獅,投手,123.0,37,108,44,78,4,2.71,1.24,1.77,0.1526,0.0861,0.0078,CPBL 官方全記錄查詢,0000007597,92.4,30.5,51.2,64.6,64.6,投手
2026,梅賽鍶,味全龍,投手,128.667,27,116,19,76,4,1.89,1.05,4.0,0.1508,0.0377,0.0079,CPBL 官方全記錄查詢,0000006555,93.8,30.2,68.5,70.3,70.3,投手
2026,蔣銲,味全龍,投手,125.333,19,81,40,132,3,1.36,0.97,3.3,0.264,0.08,0.006,CPBL 官方全記錄查詢,0000007779,94.5,52.8,60.3,73.8,73.8,投手
2026,王伯洋,味全龍,投手,12.667,3,8,11,11,0,2.13,1.5,1.0,0.1833,0.1833,0.0,CPBL 官方全記錄查詢,0000006910,91.4,36.7,37.2,61.5,61.5,投手
2026,王浩原,富邦悍將,投手,15.333,8,26,9,6,0,4.7,2.28,0.67,0.0769,0.1154,0.0,CPBL 官方全記錄查詢,0000002347,86.2,15.4,42.2,55.3,55.3,投手
2026,曾品洋,中信兄弟,投手,20.0,4,20,13,15,1,1.8,1.65,1.15,0.1744,0.1512,0.0116,CPBL 官方全記錄查詢,0000006923,90.8,34.9,41.3,62.0,62.0,投手
2026,黃子鵬,台鋼雄鷹,投手,126.667,31,100,17,66,2,2.2,0.92,3.88,0.1325,0.0341,0.004,CPBL 官方全記錄查詢,0000002274,94.3,26.5,68.1,69.5,69.5,投手
2026,江承諺,台鋼雄鷹,投手,109.0,40,116,28,50,8,3.3,1.32,1.79,0.1073,0.0601,0.0172,CPBL 官方全記錄查詢,0000002679,91.7,21.5,53.9,62.8,62.8,投手
2026,鈴木駿輔,富邦悍將,投手,113.0,30,104,27,98,5,2.39,1.16,3.63,0.2108,0.0581,0.0108,CPBL 官方全記錄查詢,0000007228,93.0,42.2,64.4,71.7,71.7,投手
